index,Dyad,Round,Player,Answer,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,Strategy,Is_there_LEAD,Ac_Score,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Score_LAG1,Consistency_LEAD1,Joint_LAG1,Dif_consist_LAG1,RegionGo
0,133333454,1,1333,Absent,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,26.0,6,Unicorn_Absent,0,Unicorn_Absent,26,0.0,22,,29,,0.359375,RS,,0.34375,,,ALL
0,133333454,7,1333,Absent,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.0,32,Unicorn_Absent,5,Unicorn_Absent,138,3.0,32,0.30434782608695654,64,0.24252717391304346,0.5,LEFT,16.0,0.5,16.0,0.011968085106382975,ALL
0,133333454,13,1333,Absent,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,-6.0,38,Unicorn_Absent,0,Unicorn_Absent,198,20.0,38,0.42857142857142855,64,0.13392857142857145,0.40625,RS,14.0,0.2978723404255319,18.0,0.2,RS
0,133333454,14,1333,Absent,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,20.0,12,Unicorn_Absent,0,Unicorn_Absent,218,16.0,23,0.2978723404255319,43,0.2021276595744681,0.484375,RS,-6.0,0.1956521739130435,38.0,0.13392857142857145,LEFT
0,133333454,15,1333,Absent,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16.0,16,Unicorn_Absent,5,Unicorn_Absent,234,23.0,32,0.1956521739130435,48,0.8043478260869565,0.5,LEFT,20.0,0.0,12.0,0.2021276595744681,RIGHT
0,133333454,18,1333,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,3,Unicorn_Absent,305,9.0,32,0.3333333333333333,48,0.16025641025641024,0.5,BOTTOM,23.0,0.4262295081967213,9.0,0.32608695652173914,RS
0,133333454,23,1333,Absent,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32,Unicorn_Absent,4,Unicorn_Absent,397,32.0,32,0.5,64,0.0625,0.5,TOP,9.0,0.030303030303030304,23.0,0.12188168210976474,RS
0,133333454,24,1333,Absent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,0,Unicorn_Absent,429,21.0,2,0.030303030303030304,50,0.7196969696969697,0.78125,RS,0.0,0.0,32.0,0.0625,RS
0,133333454,34,1333,Absent,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16.0,16,Unicorn_Absent,5,Unicorn_Absent,431,4.0,32,0.3333333333333333,48,0.0,0.5,LEFT,16.0,0.5166666666666667,16.0,0.3023255813953488,RS
0,133333454,35,1333,Absent,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4.0,28,Unicorn_Absent,0,Unicorn_Absent,435,5.0,59,0.5166666666666667,63,0.1833333333333334,0.546875,RS,16.0,0.796875,16.0,0.0,RS
