"Model","wA","wN","wL","wI","alpha","beta","gamma","delta","epsilon","zeta","dev"
"MBiases","0.124999999635001","0.0549187707084056","0.100564028939266","0.121710360315283","0","0","0","0","0","0",1713.26402284795
"WSLS","0.124999999999976","0.0588397265925142","0.109647843112459","0.124999986992836","0.983686200391881","29.0000000035891","0.0292796492654812","0","0","0",1261.98592911843
"FRA","0.125","0.069578819177488","0.0943867103282033","0.107169681153859","1.2213458022714e-07","30","0","1.21221636651264","29","0.877714695876112",1086.81828909482
