"Model","wA","wN","wL","wI","alpha","beta","gamma","delta","epsilon","zeta","dev"
"MBiases","0.0604501097518546","0.00970021678855667","0.0539174829771265","0.0835825779695509","0","0","0","0","0","0",1954.95190700958
"WSLS","0.0686922404230906","0.0110239240892279","0.0612723718627401","0.0949769251828968","5.7700483280243e-08","29","30.1122061900382","0","0","0",1954.95190737304
"FRA","0.0686898453914684","0.0110259534903045","0.0612702671236896","0.0949785174074614","3.0698499298154e-09","29.9858583746031","31.9999998645594","4.27025081961574e-09","29.0000000152369","0.683133398140622",1954.95190716507
