"Model","wA","wN","wL","wI","alpha","beta","gamma","delta","epsilon","zeta","dev"
"MBiases","0.124999999594129","0.0488885593893455","0.116469876417084","0.124999999976914","0","0","0","0","0","0",1977.8619447314
"WSLS","0.124999998063824","0.0313223101471552","0.125","0.124999999858323","3.22197131818819","30","4.07699482712124","0","0","0",1017.31655625988
"FRA","0.124999999999355","0.0383224421990778","0.115891871933919","0.124999999203582","2.23493252852369","29.0000000000028","4.52702134844215","1.33667933559709","29.0000072929449","0.901564716355672",850.999885439214
