"Model","wA","wN","wL","wI","alpha","beta","gamma","delta","epsilon","zeta","dev"
"MBiases","0.0421183970782066","0.0664149933008625","0.000202266426547422","0.12499999848892","0","0","0","0","0","0",1259.74193301915
"WSLS","0.046545482245598","0.0565158195315751","1.76510750460324e-11","0.124999996819821","0.610167425443842","29.9999922316073","25.9745885762303","0","0","0",1190.70056767695
"FRA","0.0465794269267526","0.056306069402358","0.000250217175274382","0.125","1.18261099859607","29.0000001118806","31.9999999998122","0.041671924533887","29.9999519902874","1",1200.99255599645
