"Model","wA","wN","wL","wI","alpha","beta","gamma","delta","epsilon","zeta","dev"
"MBiases","0.124602887830794","0.0311582236940403","0.124999998763441","0.113420807374755","0","0","0","0","0","0",1652.49067364388
"WSLS","0.124999999013877","0.0537001977405656","0.125","0.124999997197366","1.06029991259285","30","0.0194428648056206","0","0","0",1180.585024401
"FRA","0.124999999977834","0.0579662280753658","0.124999998024519","0.12499999999999","0.526410162761698","29.9999999991957","0","0.695710648875247","29.0000000000042","0.880118831195149",1095.19318098813
