index,Dyad,Round,Player,Answer,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,Strategy,Is_there_LEAD,Ac_Score,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Score_LAG1,Consistency_LEAD1,Joint_LAG1,Dif_consist_LAG1,RegionGo
0,597828102,1,5978,Absent,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,-7.0,39,Unicorn_Absent,0,Unicorn_Absent,-7,11.0,56,,63,,0.375,RS,,0.4666666666666667,,,TOP
0,597828102,2,5978,Absent,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,21,Unicorn_Absent,4,Unicorn_Absent,4,21.0,32,0.4666666666666667,48,0.042424242424242364,0.421875,TOP,-7.0,0.21052631578947367,39.0,,RS
0,597828102,3,5978,Absent,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21.0,11,Unicorn_Absent,0,Unicorn_Absent,25,18.0,14,0.21052631578947367,35,0.14241486068111459,0.375,RS,11.0,0.3142857142857143,21.0,0.042424242424242364,LEFT
0,597828102,4,5978,Absent,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,18.0,14,Unicorn_Absent,5,Unicorn_Absent,43,18.0,32,0.3142857142857143,46,0.009937888198757738,0.5,LEFT,21.0,0.36,11.0,0.14241486068111459,IN
0,597828102,8,5978,Absent,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,23.0,9,Unicorn_Absent,0,Unicorn_Absent,48,13.0,19,0.1956521739130435,46,0.07885763000852516,0.578125,RS,18.0,0.22857142857142856,14.0,0.002857142857142836,RS
0,597828102,19,5978,Absent,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-22.0,54,Unicorn_Absent,1,Unicorn_Absent,75,28.0,64,0.5,64,0.3214285714285714,0.15625,ALL,23.0,0.125,9.0,0.01604278074866311,RS
0,597828102,22,5978,Absent,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,23.0,9,Unicorn_Absent,0,Unicorn_Absent,148,21.0,18,0.04,41,0.3217021276595745,0.5,RS,28.0,0.2903225806451613,4.0,0.3577586206896552,RS
0,597828102,26,5978,Absent,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.0,32,Unicorn_Absent,5,Unicorn_Absent,217,5.0,32,0.5161290322580645,32,0.35396687009590233,0.0,LEFT,21.0,0.3333333333333333,11.0,0.09587813620071686,TOP
0,597828102,29,5978,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29.0,3,Unicorn_Absent,0,Unicorn_Absent,278,-4.0,5,0.027777777777777776,49,0.6496415770609318,0.71875,RS,5.0,0.10810810810810811,27.0,0.1751412429378531,IN
0,597828102,33,5978,Absent,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,21.0,11,Unicorn_Absent,6,Unicorn_Absent,249,14.0,32,0.36,47,0.040851063829787204,0.5625,RIGHT,-4.0,0.36,36.0,0.34803224276908484,IN
