level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1
522,0,3037176680,3,30371,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.0,8,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,83,0.95,2.0,522,0,30.0,32,,46,,0.59375,,,1.0,
532,0,3037176680,3,76680,Absent,34,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,24.0,8,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,83,0.95,2.0,532,0,30.0,22,,46,,0.59375,,,0.0,
540,0,3135396044,1,313536,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.0,20,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,12,0.875,,540,0,18.0,32,,48,,0.4375,,,1.0,
541,0,3135396044,2,313536,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,30,0.9125,20.0,541,0,10.0,32,1.0,52,0.6,0.59375,12.0,0.875,1.0,
542,0,3135396044,3,313536,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.0,22,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,40,0.8625,14.0,542,0,21.0,32,1.0,47,0.5800000000000001,0.390625,18.0,0.9125,1.0,0.6
543,0,3135396044,4,313536,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.0,11,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,61,0.93125,22.0,543,0,19.0,32,1.0,38,0.7441860465116279,0.421875,10.0,0.8625,0.18421052631578946,0.5800000000000001
546,0,3135396044,7,313536,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.0,4,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,137,0.975,3.0,546,0,-3.0,32,0.18421052631578946,41,0.018914473684210537,0.578125,19.0,0.91875,0.3137254901960784,0.08141447368421054
547,0,3135396044,8,313536,Absent,44,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,-3.0,35,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,134,0.78125,4.0,547,0,26.0,35,0.3137254901960784,64,0.11060049019607843,0.453125,28.0,0.975,0.3137254901960784,0.018914473684210537
548,0,3135396044,9,313536,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,160,0.9625,35.0,548,0,-6.0,32,0.3137254901960784,38,0.12622549019607843,0.5,-3.0,0.78125,0.4,0.11060049019607843
550,0,3135396044,1,960441,Absent,62,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,12.0,20,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,12,0.875,,550,0,18.0,36,,48,,0.4375,,,0.4,
551,0,3135396044,2,960441,Absent,39,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,30,0.9125,20.0,551,0,10.0,34,0.4,52,0.6,0.59375,12.0,0.875,0.42,
552,0,3135396044,3,960441,Absent,51,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,10.0,22,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,40,0.8625,14.0,552,0,21.0,37,0.42,47,0.5800000000000001,0.390625,18.0,0.9125,0.2558139534883721,0.6
553,0,3135396044,4,960441,Absent,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,21.0,11,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,61,0.93125,22.0,553,0,19.0,17,0.2558139534883721,38,0.7441860465116279,0.421875,10.0,0.8625,0.265625,0.5800000000000001
556,0,3135396044,7,960441,Absent,15,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28.0,4,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,137,0.975,3.0,556,0,-3.0,13,0.203125,41,0.018914473684210537,0.578125,19.0,0.91875,0.203125,0.08141447368421054
557,0,3135396044,8,960441,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.0,35,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,134,0.78125,4.0,557,0,26.0,64,0.203125,64,0.11060049019607843,0.453125,28.0,0.975,0.1875,0.018914473684210537
558,0,3135396044,9,960441,Absent,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,160,0.9625,35.0,558,0,-6.0,12,0.1875,38,0.12622549019607843,0.5,-3.0,0.78125,0.1875,0.11060049019607843
561,0,3376827730,2,33768,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,32,0.8875,14.0,561,0,19.0,32,,51,,0.515625,,,1.0,
571,0,3376827730,2,277305,Absent,52,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,32,0.8875,14.0,571,0,19.0,37,,51,,0.515625,,,0.2830188679245283,
580,0,3467350589,1,34673,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,16,0.9,,580,0,32.0,32,,47,,0.484375,,,1.0,
584,0,3467350589,5,34673,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,18,0.90625,0.0,584,0,32.0,32,1.0,45,1.0,0.46875,32.0,1.0,1.0,1.0
587,0,3467350589,8,34673,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.0,20,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-22,0.875,20.0,587,0,32.0,32,1.0,50,1.0,0.46875,32.0,1.0,1.0,1.0
590,0,3467350589,1,505893,Absent,36,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,16,0.9,,590,0,32.0,31,,47,,0.484375,,,0.0,
594,0,3467350589,5,505893,Absent,36,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,18,0.90625,0.0,594,0,32.0,28,0.0,45,1.0,0.46875,32.0,1.0,0.0,1.0
597,0,3467350589,8,505893,Absent,53,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,12.0,20,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-22,0.875,20.0,597,0,32.0,38,0.0,50,1.0,0.46875,32.0,1.0,0.0,1.0
620,0,3704481684,1,370446,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15.0,17,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,15,0.89375,,620,0,32.0,32,,45,,0.4375,,,1.0,
625,0,3704481684,6,370446,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21.0,11,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-50,0.93125,0.0,625,0,32.0,32,1.0,43,1.0,0.5,32.0,1.0,1.0,1.0
626,0,3704481684,7,370446,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-18,1.0,11.0,626,0,16.0,32,1.0,32,1.0,0.5,21.0,0.93125,1.0,1.0
630,0,3704481684,1,816843,Absent,37,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,15.0,17,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,15,0.89375,,630,0,32.0,30,,45,,0.4375,,,0.0,
635,0,3704481684,6,816843,Absent,34,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,21.0,11,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-50,0.93125,0.0,635,0,32.0,22,0.0,43,1.0,0.5,32.0,1.0,0.0,1.0
636,0,3704481684,7,816843,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-18,1.0,11.0,636,0,16.0,0,0.0,32,1.0,0.5,21.0,0.93125,0.0,1.0
642,0,3708661936,3,370862,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0,13,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,65,0.91875,0.0,642,0,32.0,32,1.0,48,0.7,0.546875,14.0,0.8875,1.0,
652,0,3708661936,3,619363,Absent,39,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,19.0,13,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,65,0.91875,0.0,652,0,32.0,29,0.3,48,0.7,0.546875,14.0,0.8875,0.0,
662,0,3832835929,3,359297,Absent,28,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.0,7,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-15,0.95625,1.0,662,0,14.0,20,,45,,0.59375,,,0.2222222222222222,
663,0,3832835929,4,359297,Absent,48,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-1,0.8875,7.0,663,0,13.0,35,0.2222222222222222,49,0.7777777777777778,0.484375,25.0,0.95625,0.36,
672,0,3832835929,3,383285,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.0,7,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-15,0.95625,1.0,672,0,14.0,32,,45,,0.59375,,,1.0,
673,0,3832835929,4,383285,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-1,0.8875,7.0,673,0,13.0,32,1.0,49,0.7777777777777778,0.484375,25.0,0.95625,1.0,
683,0,3850641322,4,385067,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,108,0.9375,7.0,683,0,0.0,32,,47,,0.578125,,,1.0,
684,0,3850641322,5,385067,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,108,0.8,10.0,684,0,31.0,32,1.0,64,0.609375,0.5,22.0,0.9375,1.0,
693,0,3850641322,4,413223,Absent,32,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,108,0.9375,7.0,693,0,0.0,25,,47,,0.578125,,,0.390625,
694,0,3850641322,5,413223,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,108,0.8,10.0,694,0,31.0,64,0.390625,64,0.609375,0.5,22.0,0.9375,0.046875,
700,0,4172279649,1,41722,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,23,0.94375,,700,0,14.0,32,,41,,0.5,,,1.0,
703,0,4172279649,4,41722,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.0,3,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,96,0.98125,2.0,703,0,27.0,32,1.0,36,0.8780487804878049,0.515625,14.0,0.8875,1.0,0.7045454545454546
710,0,4172279649,1,796492,Absent,19,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,23,0.94375,,710,0,14.0,18,,41,,0.5,,,0.29545454545454547,
713,0,4172279649,4,796492,Absent,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29.0,3,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,96,0.98125,2.0,713,0,27.0,7,0.12195121951219512,36,0.8780487804878049,0.515625,14.0,0.8875,0.0,0.7045454545454546
720,0,4251435475,1,354757,Absent,33,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,17,0.90625,,720,0,21.0,26,,43,,0.4375,,,0.16279069767441862,
728,0,4251435475,9,354757,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,38,0.99375,1.0,728,0,11.0,2,0.0,33,1.0,0.5,28.0,0.975,0.023809523809523808,0.9230769230769231
730,0,4251435475,1,425149,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,17,0.90625,,730,0,21.0,32,,43,,0.4375,,,1.0,
738,0,4251435475,9,425149,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.0,1,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,38,0.99375,1.0,738,0,11.0,32,1.0,33,1.0,0.5,28.0,0.975,1.0,0.9230769230769231
741,0,4303980153,2,430398,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-50,0.94375,9.0,741,0,15.0,32,,44,,0.546875,,,0.4166666666666667,
751,0,4303980153,2,801536,Absent,32,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-50,0.94375,9.0,751,0,15.0,21,,44,,0.546875,,,0.2558139534883721,
767,0,4360013087,8,130872,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,86,0.8875,6.0,767,0,16.0,36,0.38461538461538464,50,0.6153846153846154,0.5,12.0,0.875,0.27450980392156865,
768,0,4360013087,9,130872,Absent,36,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,102,0.9,18.0,768,0,14.0,29,0.27450980392156865,45,0.7254901960784313,0.453125,14.0,0.8875,0.27450980392156865,0.6153846153846154
777,0,4360013087,8,436005,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,86,0.8875,6.0,777,0,16.0,32,1.0,50,0.6153846153846154,0.5,12.0,0.875,1.0,
778,0,4360013087,9,436005,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,102,0.9,18.0,778,0,14.0,32,1.0,45,0.7254901960784313,0.453125,14.0,0.8875,1.0,0.6153846153846154
806,0,4619685257,7,461967,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,105,0.9375,1.0,806,0,15.0,32,1.0,38,0.8421052631578947,0.4375,30.0,0.9875,1.0,0.8823529411764706
816,0,4619685257,7,852579,Absent,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,105,0.9375,1.0,816,0,15.0,16,0.15789473684210525,38,0.8421052631578947,0.4375,30.0,0.9875,0.3333333333333333,0.8823529411764706
822,0,4863546360,3,463608,Absent,19,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-19,0.94375,1.0,822,0,30.0,19,,42,,0.515625,,,0.1,
823,0,4863546360,4,463608,Absent,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,11,0.9875,9.0,823,0,30.0,3,0.1,33,0.9,0.484375,23.0,0.94375,0.16666666666666666,
