level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1
1940,0,9754419926,1,199265,Absent,58,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,14,0.8875,,1940,0,0.0,37,,51,,0.515625,,,0.35294117647058826,
1943,0,9754419926,4,199265,Absent,60,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,69,0.94375,0.0,1943,0,0.0,36,0.3333333333333333,51,0.031007751937984496,0.65625,0.0,0.8,0.3333333333333333,0.6470588235294117
1946,0,9754419926,7,199265,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25.0,7,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,123,0.95625,3.0,1946,0,0.0,64,0.5,64,0.38571428571428573,0.890625,0.0,0.8,0.5,0.031007751937984496
1947,0,9754419926,8,199265,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,123,0.8,7.0,1947,0,27.0,32,0.5,32,0.38571428571428573,0.0,25.0,0.95625,0.1388888888888889,0.38571428571428573
1948,0,9754419926,9,199265,Absent,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,150,0.96875,32.0,1948,0,0.0,9,0.1388888888888889,24,0.1294037940379404,0.296875,0.0,0.8,0.1388888888888889,0.38571428571428573
1950,0,9754419926,1,975449,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,14,0.8875,,1950,0,0.0,32,,51,,0.515625,,,1.0,
1953,0,9754419926,4,975449,Absent,28,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,69,0.94375,0.0,1953,0,0.0,24,0.3023255813953488,51,0.031007751937984496,0.65625,0.0,0.8,0.3023255813953488,0.6470588235294117
1956,0,9754419926,7,975449,Absent,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0,7,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,123,0.95625,3.0,1956,0,0.0,7,0.11428571428571428,64,0.38571428571428573,0.890625,0.0,0.8,0.11428571428571428,0.031007751937984496
1957,0,9754419926,8,975449,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,123,0.8,7.0,1957,0,27.0,32,0.11428571428571428,32,0.38571428571428573,0.0,25.0,0.95625,0.2682926829268293,0.38571428571428573
1958,0,9754419926,9,975449,Absent,24,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,150,0.96875,32.0,1958,0,0.0,20,0.2682926829268293,24,0.1294037940379404,0.296875,0.0,0.8,0.2682926829268293,0.38571428571428573
1962,0,9854616946,3,98546,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-81,0.8,32.0,1962,0,14.0,32,1.0,32,0.6599999999999999,0.0,15.0,0.89375,1.0,
1963,0,9854616946,4,98546,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-67,0.8875,32.0,1963,0,0.0,32,1.0,49,0.6326530612244898,0.484375,0.0,0.8,1.0,0.6599999999999999
1964,0,9854616946,5,98546,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-67,0.8,18.0,1964,0,19.0,32,1.0,32,0.6326530612244898,0.0,14.0,0.8875,1.0,0.6326530612244898
1972,0,9854616946,3,169464,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-81,0.8,32.0,1972,0,14.0,32,0.34,32,0.6599999999999999,0.0,15.0,0.89375,0.3673469387755102,
1973,0,9854616946,4,169464,Absent,53,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-67,0.8875,32.0,1973,0,0.0,35,0.3673469387755102,49,0.6326530612244898,0.484375,0.0,0.8,0.3673469387755102,0.6599999999999999
1974,0,9854616946,5,169464,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-67,0.8,18.0,1974,0,19.0,32,0.3673469387755102,32,0.6326530612244898,0.0,14.0,0.8875,0.2826086956521739,0.6326530612244898
1982,0,9917668770,3,687701,Absent,45,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,58,0.8875,11.0,1982,0,18.0,34,,48,,0.46875,,,0.375,
1983,0,9917668770,4,687701,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,76,0.9125,18.0,1983,0,22.0,32,0.375,46,0.07065217391304346,0.5,14.0,0.8875,0.2,
1984,0,9917668770,5,687701,Absent,37,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,98,0.9375,14.0,1984,0,18.0,28,0.2,50,0.10434782608695653,0.625,18.0,0.9125,0.2,0.07065217391304346
1992,0,9917668770,3,991761,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,58,0.8875,11.0,1992,0,18.0,32,,48,,0.46875,,,0.30434782608695654,
1993,0,9917668770,4,991761,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,76,0.9125,18.0,1993,0,22.0,28,0.30434782608695654,46,0.07065217391304346,0.5,14.0,0.8875,0.30434782608695654,
1994,0,9917668770,5,991761,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,98,0.9375,14.0,1994,0,18.0,32,0.30434782608695654,50,0.10434782608695653,0.625,18.0,0.9125,0.30434782608695654,0.07065217391304346
