level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1
1695,0,8434146523,6,843419,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32.0,0,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-222,1.0,6.0,1695,0,26.0,32,1.0,64,0.736842105263158,1.0,26.0,0.9625,1.0,
1696,0,8434146523,7,843419,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-196,0.9625,0.0,1696,0,22.0,32,1.0,37,0.868421052631579,0.484375,32.0,1.0,0.23809523809523808,0.736842105263158
1697,0,8434146523,8,843419,Absent,25,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,22.0,10,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-174,0.9375,6.0,1697,0,30.0,20,0.23809523809523808,42,0.10651629072681704,0.5,26.0,0.9625,0.23809523809523808,0.868421052631579
1698,0,8434146523,9,843419,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.0,2,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-144,0.9875,10.0,1698,0,20.0,32,0.23809523809523808,33,0.20868347338935572,0.484375,22.0,0.9375,0.3191489361702128,0.10651629072681704
1704,0,8441613500,5,135001,Absent,61,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,12.0,20,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-1,0.875,2.0,1704,0,0.0,38,,50,,0.46875,,,0.4,
1705,0,8441613500,6,135001,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-1,0.8,20.0,1705,0,25.0,32,0.4,32,0.6,0.0,12.0,0.875,0.21212121212121213,
1714,0,8441613500,5,844168,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12.0,20,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-1,0.875,2.0,1714,0,0.0,32,,50,,0.46875,,,1.0,
1715,0,8441613500,6,844168,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-1,0.8,20.0,1715,0,25.0,32,1.0,32,0.6,0.0,12.0,0.875,1.0,
1726,0,8450675934,7,759344,Absent,25,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24.0,8,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,179,0.95,5.0,1726,0,16.0,19,0.18604651162790697,43,0.813953488372093,0.546875,16.0,0.9,0.18604651162790697,0.7073170731707317
1736,0,8450675934,7,845067,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.0,8,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,179,0.95,5.0,1736,0,16.0,32,1.0,43,0.813953488372093,0.546875,16.0,0.9,1.0,0.7073170731707317
1746,0,8541934366,7,34366,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-18,0.9125,0.0,1746,0,17.0,28,0.16216216216216217,46,0.8378378378378378,0.5,23.0,0.94375,0.391304347826087,
1747,0,8541934366,8,34366,Absent,55,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-1,0.90625,14.0,1747,0,18.0,36,0.391304347826087,53,0.6086956521739131,0.59375,18.0,0.9125,0.391304347826087,0.8378378378378378
1748,0,8541934366,9,34366,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,17,0.9125,15.0,1748,0,26.0,28,0.391304347826087,46,0.6086956521739131,0.5,17.0,0.90625,0.17647058823529413,0.6086956521739131
1756,0,8541934366,7,854195,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-18,0.9125,0.0,1756,0,17.0,32,1.0,46,0.8378378378378378,0.5,23.0,0.94375,1.0,
1757,0,8541934366,8,854195,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-1,0.90625,14.0,1757,0,18.0,32,1.0,53,0.6086956521739131,0.59375,18.0,0.9125,1.0,0.8378378378378378
1758,0,8541934366,9,854195,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,17,0.9125,15.0,1758,0,26.0,32,1.0,46,0.6086956521739131,0.5,17.0,0.90625,1.0,0.6086956521739131
1765,0,8866750916,6,509161,Absent,14,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,70,0.9625,0.0,1765,0,16.0,13,0.07142857142857142,39,0.9285714285714286,0.515625,16.0,0.9,0.07142857142857142,0.9117647058823529
1775,0,8866750916,6,886674,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.0,6,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,70,0.9625,0.0,1775,0,16.0,32,1.0,39,0.9285714285714286,0.515625,16.0,0.9,1.0,0.9117647058823529
1781,0,8910051181,2,511818,Absent,49,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,15.0,17,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-66,0.89375,17.0,1781,0,0.0,31,,46,,0.453125,,,0.3695652173913043,
1784,0,8910051181,5,511818,Absent,36,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,19.0,13,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-15,0.91875,0.0,1784,0,0.0,30,0.2653061224489796,49,0.7346938775510203,0.5625,0.0,0.8,0.2653061224489796,0.6304347826086957
1788,0,8910051181,9,511818,Absent,13,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20.0,12,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,54,0.925,11.0,1788,0,0.0,12,0.1282051282051282,64,0.3717948717948718,0.8125,0.0,0.8,0.1282051282051282,0.7346938775510203
1791,0,8910051181,2,891004,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15.0,17,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-66,0.89375,17.0,1791,0,0.0,32,,46,,0.453125,,,1.0,
1794,0,8910051181,5,891004,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0,13,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-15,0.91875,0.0,1794,0,0.0,32,1.0,49,0.7346938775510203,0.5625,0.0,0.8,1.0,0.6304347826086957
1798,0,8910051181,9,891004,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.0,12,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,54,0.925,11.0,1798,0,0.0,64,0.5,64,0.3717948717948718,0.8125,0.0,0.8,0.5,0.7346938775510203
1800,0,9107337016,1,370161,Absent,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24.0,8,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,24,0.95,,1800,0,14.0,10,,34,,0.40625,,,0.21052631578947367,
1807,0,9107337016,8,370161,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,155,0.8,0.0,1807,0,22.0,64,0.5625,64,0.4375,0.5,14.0,0.8875,0.5625,0.6730769230769231
1810,0,9107337016,1,910736,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.0,8,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,24,0.95,,1810,0,14.0,32,,34,,0.40625,,,1.0,
1817,0,9107337016,8,910736,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,155,0.8,0.0,1817,0,22.0,32,1.0,64,0.4375,0.5,14.0,0.8875,0.3333333333333333,0.6730769230769231
1822,0,9114486189,3,861896,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,40,0.8,12.0,1822,0,32.0,32,0.3076923076923077,32,0.6923076923076923,0.0,20.0,0.925,0.0,
1832,0,9114486189,3,911445,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,40,0.8,12.0,1832,0,32.0,32,1.0,32,0.6923076923076923,0.0,20.0,0.925,1.0,
1846,0,9185448045,7,480450,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,162,0.9125,0.0,1846,0,32.0,28,0.2564102564102564,46,0.7435897435897436,0.5,22.0,0.9375,0.0,0.7435897435897436
1856,0,9185448045,7,918544,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,162,0.9125,0.0,1856,0,32.0,32,1.0,46,0.7435897435897436,0.5,22.0,0.9375,1.0,0.7435897435897436
1860,0,9272663454,1,634540,Absent,38,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,19.0,13,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,19,0.91875,,1860,0,14.0,26,,45,,0.5,,,0.2608695652173913,
1861,0,9272663454,2,634540,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,33,0.8875,13.0,1861,0,14.0,32,0.2608695652173913,50,0.09913043478260869,0.5,19.0,0.91875,0.2692307692307692,
1862,0,9272663454,3,634540,Absent,46,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,47,0.8875,18.0,1862,0,14.0,34,0.2692307692307692,48,0.09076923076923077,0.46875,14.0,0.8875,0.2692307692307692,0.09913043478260869
1863,0,9272663454,4,634540,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,61,0.8875,18.0,1863,0,14.0,32,0.2692307692307692,50,0.09076923076923077,0.5,14.0,0.8875,0.3673469387755102,0.09076923076923077
1864,0,9272663454,5,634540,Absent,52,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,75,0.8875,18.0,1864,0,14.0,35,0.3673469387755102,49,0.007346938775510237,0.484375,14.0,0.8875,0.3673469387755102,0.09076923076923077
1865,0,9272663454,6,634540,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,89,0.8875,18.0,1865,0,28.0,32,0.3673469387755102,50,0.007346938775510237,0.5,14.0,0.8875,0.07692307692307693,0.007346938775510237
1868,0,9272663454,9,634540,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,151,0.8875,12.0,1868,0,28.0,32,0.07692307692307693,50,0.28307692307692306,0.5,28.0,0.975,0.17647058823529413,0.28307692307692306
1870,0,9272663454,1,927265,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0,13,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,19,0.91875,,1870,0,14.0,32,,45,,0.5,,,0.36,
1871,0,9272663454,2,927265,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,33,0.8875,13.0,1871,0,14.0,36,0.36,50,0.09913043478260869,0.5,19.0,0.91875,0.36,
1872,0,9272663454,3,927265,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,47,0.8875,18.0,1872,0,14.0,32,0.36,48,0.09076923076923077,0.46875,14.0,0.8875,0.36,0.09913043478260869
1873,0,9272663454,4,927265,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,61,0.8875,18.0,1873,0,14.0,36,0.36,50,0.09076923076923077,0.5,14.0,0.8875,0.36,0.09076923076923077
1874,0,9272663454,5,927265,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,75,0.8875,18.0,1874,0,14.0,32,0.36,49,0.007346938775510237,0.484375,14.0,0.8875,0.36,0.09076923076923077
1875,0,9272663454,6,927265,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,89,0.8875,18.0,1875,0,28.0,36,0.36,50,0.007346938775510237,0.5,14.0,0.8875,0.36,0.007346938775510237
1878,0,9272663454,9,927265,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,151,0.8875,12.0,1878,0,28.0,36,0.36,50,0.28307692307692306,0.5,28.0,0.975,0.36,0.28307692307692306
1883,0,9615779370,4,793700,Absent,49,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-11,0.90625,10.0,1883,0,16.0,34,,51,,0.5625,,,0.3469387755102041,
1893,0,9615779370,4,961577,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17.0,15,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,-11,0.90625,10.0,1893,0,16.0,32,,51,,0.5625,,,1.0,
1903,0,9629281369,4,813696,Absent,42,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,91,0.9,11.0,1903,0,0.0,33,,49,,0.515625,,,0.32653061224489793,
1904,0,9629281369,5,813696,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,91,0.8,16.0,1904,0,23.0,32,0.32653061224489793,32,0.6734693877551021,0.0,16.0,0.9,0.23684210526315788,
1905,0,9629281369,6,813696,Absent,17,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,114,0.94375,32.0,1905,0,0.0,15,0.23684210526315788,38,0.7631578947368421,0.453125,0.0,0.8,0.23684210526315788,0.6734693877551021
1913,0,9629281369,4,962928,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,91,0.9,11.0,1913,0,0.0,32,,49,,0.515625,,,1.0,
1914,0,9629281369,5,962928,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,32,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,91,0.8,16.0,1914,0,23.0,32,1.0,32,0.6734693877551021,0.0,16.0,0.9,1.0,
1915,0,9629281369,6,962928,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.0,9,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,114,0.94375,32.0,1915,0,0.0,32,1.0,38,0.7631578947368421,0.453125,0.0,0.8,1.0,0.6734693877551021
1924,0,9640464683,5,646832,Absent,44,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,20.0,12,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,19,0.925,12.0,1924,0,20.0,29,0.06060606060606061,49,0.9393939393939394,0.578125,29.0,0.98125,0.40540540540540543,0.9230769230769231
1934,0,9640464683,5,964043,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20.0,12,Unicorn_Absent,-1,-1.0,,Unicorn_Absent,19,0.925,12.0,1934,0,20.0,32,1.0,49,0.9393939393939394,0.578125,29.0,0.98125,1.0,0.9230769230769231
