index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Similarity,Score_LAG1,Consistency_LEAD1,Joint_LAG1,Dif_consist_LAG1,RegionGo,Similarity_LAG1
0,7057297647,42,70572,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,4.0,28,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,256,32.0,32,0.34615384615384615,64,0.5913461538461539,0.5625,RIGHT,1.0,-6.0,0.0,38.0,0.4215801886792453,NOTHING,0.59375
0,7057297647,46,70572,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,30,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,258,17.0,64,0.0,64,0.42857142857142855,0.53125,ALL,1.0,32.0,0.234375,0.0,0.746031746031746,RS,1.0
0,7057297647,47,70572,Absent,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,17.0,15,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,275,31.0,15,0.234375,61,0.23336693548387094,0.71875,RS,0.2702702702702703,2.0,0.0625,30.0,0.42857142857142855,NOTHING,1.0
0,7057297647,48,70572,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,306,32.0,2,0.0625,22,0.2817622950819672,0.328125,NOTHING,0.0625,17.0,0.0,15.0,0.23336693548387094,NOTHING,0.2702702702702703
0,7057297647,49,70572,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,338,32.0,0,0.0,19,0.21212121212121213,0.296875,NOTHING,1.0,31.0,1.0,1.0,0.2817622950819672,NOTHING,0.0625
0,7057297647,52,70572,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,418,16.0,32,0.0,48,1.0,0.5,BOTTOM,1.0,32.0,1.0,0.0,0.8409090909090909,BOTTOM,1.0
0,7057297647,53,70572,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,434,16.0,32,1.0,48,0.0,0.5,BOTTOM,1.0,16.0,1.0,16.0,1.0,BOTTOM,1.0
0,7057297647,1,97647,Absent,32,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,14,16.0,32,,45,,0.421875,RS,0.5,,0.2631578947368421,,,RS,
0,7057297647,2,97647,Absent,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16.0,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,30,0.0,16,0.2631578947368421,46,0.16276803118908384,0.46875,RS,0.2972972972972973,14.0,0.18518518518518517,18.0,,RS,0.5
0,7057297647,3,97647,Absent,48,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0.0,32,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,30,28.0,48,0.18518518518518517,61,0.4398148148148148,0.453125,RS,0.75,16.0,0.08163265306122448,16.0,0.16276803118908384,RS,0.2972972972972973
